-- -----------------------------
-- Sample Users
-- -----------------------------
INSERT INTO users (username, email, password_hash, role)
VALUES
('admin1', 'admin@wastebin.com', '$2b$10$dummyhash', 'admin'),
('collector1', 'collector1@wastebin.com', '$2b$10$dummyhash', 'collector'),
('collector2', 'collector2@wastebin.com', '$2b$10$dummyhash', 'collector'),
('manager1', 'manager@wastebin.com', '$2b$10$dummyhash', 'manager');
INSERT INTO households (name, ward, waste_generated_per_day, location, contact_info, household_type) VALUES
('Household_1', 'Anna Nagar', 1.5, ST_SetSRID(ST_MakePoint(80.2081, 13.0829), 4326), 'hh1@email.com', 'residential'),
(100, NULL, ST_SetSRID(ST_MakePoint(80.2100, 13.0400), 4326), 'standard', 100, 'full'),   -- Porur Junction (FULL)
(100, NULL, ST_SetSRID(ST_MakePoint(80.1900, 12.9400), 4326), 'standard', 71, 'active'),  -- Pammal Main Road
(100, NULL, ST_SetSRID(ST_MakePoint(80.2840, 12.9790), 4326), 'standard', 96, 'active'),  -- Palavakkam ECR (Inland)
(100, NULL, ST_SetSRID(ST_MakePoint(80.2350, 12.9600), 4326), 'standard', 85, 'active'),  -- Mount Road St Thomas Mount
(100, NULL, ST_SetSRID(ST_MakePoint(80.2000, 12.9100), 4326), 'standard', 74, 'active'),  -- Mudichur Road Tambaram
(100, NULL, ST_SetSRID(ST_MakePoint(80.2450, 12.9500), 4326), 'standard', 83, 'active'),  -- GST Road Pallikaranai
(100, NULL, ST_SetSRID(ST_MakePoint(80.2650, 12.9400), 4326), 'standard', 91, 'active'),  -- Pallikaranai Marsh Road
(100, NULL, ST_SetSRID(ST_MakePoint(80.2800, 12.9700), 4326), 'standard', 98, 'active'),  -- Thoraipakkam OMR
(100, NULL, ST_SetSRID(ST_MakePoint(80.2700, 13.0100), 4326), 'standard', 80, 'active'),  -- Kotturpuram
(100, NULL, ST_SetSRID(ST_MakePoint(80.2400, 13.0000), 4326), 'standard', 72, 'active'),  -- Defence Colony
(100, NULL, ST_SetSRID(ST_MakePoint(80.2100, 13.0200), 4326), 'standard', 95, 'active'),  -- K.K. Nagar West
(100, NULL, ST_SetSRID(ST_MakePoint(80.2250, 13.0700), 4326), 'standard', 86, 'active'),  -- Anna Nagar 3rd Avenue
(100, NULL, ST_SetSRID(ST_MakePoint(80.2350, 13.0800), 4326), 'standard', 77, 'active'),  -- Thiru Vi Ka Nagar
(100, NULL, ST_SetSRID(ST_MakePoint(80.2500, 13.0900), 4326), 'standard', 93, 'active'),  -- Moolakadai Junction
(100, NULL, ST_SetSRID(ST_MakePoint(80.2700, 13.0800), 4326), 'standard', 81, 'active'),  -- VOC Nagar Tondiarpet
(100, NULL, ST_SetSRID(ST_MakePoint(80.2790, 13.0690), 4326), 'standard', 100, 'full'),   -- George Town/Parrys (Inland, FULL)
(100, NULL, ST_SetSRID(ST_MakePoint(80.2890, 13.0600), 4326), 'standard', 70, 'active'),  -- Washermanpet (Inland)
(100, NULL, ST_SetSRID(ST_MakePoint(80.2650, 13.0300), 4326), 'standard', 85, 'active'),  -- Abhiramapuram
(100, NULL, ST_SetSRID(ST_MakePoint(80.2300, 13.0200), 4326), 'standard', 74, 'active'),  -- Nesapakkam
(100, NULL, ST_SetSRID(ST_MakePoint(80.2100, 13.0300), 4326), 'standard', 92, 'active'),  -- Alwarthirunagar
(100, NULL, ST_SetSRID(ST_MakePoint(80.1900, 13.0500), 4326), 'standard', 63, 'active'),  -- Nolambur
(100, NULL, ST_SetSRID(ST_MakePoint(80.2000, 13.0600), 4326), 'standard', 88, 'active'),  -- Koyambedu Market Area
(100, NULL, ST_SetSRID(ST_MakePoint(80.2100, 12.9800), 4326), 'standard', 79, 'active'),  -- Nanganallur
(100, NULL, ST_SetSRID(ST_MakePoint(80.2300, 12.9900), 4326), 'standard', 95, 'active'),  -- Velachery Road near Airport
(100, NULL, ST_SetSRID(ST_MakePoint(80.2500, 13.0000), 4326), 'standard', 84, 'active'),  -- Nandanam Signal
(100, NULL, ST_SetSRID(ST_MakePoint(80.2600, 13.0100), 4326), 'standard', 76, 'active'),  -- Teynampet
(100, NULL, ST_SetSRID(ST_MakePoint(80.2700, 13.0200), 4326), 'standard', 91, 'active'),  -- Cenotaph Road
(100, NULL, ST_SetSRID(ST_MakePoint(80.2800, 13.0300), 4326), 'standard', 83, 'active'),  -- RA Puram
(100, NULL, ST_SetSRID(ST_MakePoint(80.2880, 13.0190), 4326), 'standard', 68, 'active'),  -- Thiruvanmiyur Beach Road (Inland)
(100, NULL, ST_SetSRID(ST_MakePoint(80.2940, 12.9990), 4326), 'standard', 97, 'active'),  -- Kottivakkam ECR (Inland)
(100, NULL, ST_SetSRID(ST_MakePoint(80.2990, 12.9790), 4326), 'standard', 88, 'active'),  -- Injambakkam ECR (Inland)
(100, NULL, ST_SetSRID(ST_MakePoint(80.2900, 12.9600), 4326), 'standard', 75, 'active'),  -- OMR near SIPCOT
(100, NULL, ST_SetSRID(ST_MakePoint(80.2800, 12.9500), 4326), 'standard', 90, 'active'),  -- Karapakkam OMR
(100, NULL, ST_SetSRID(ST_MakePoint(80.2600, 12.9000), 4326), 'standard', 100, 'full'),   -- GST Road near Perungalathur (FULL)
(100, NULL, ST_SetSRID(ST_MakePoint(80.2400, 12.9000), 4326), 'standard', 86, 'active'),  -- Tambaram Bypass Road
(100, NULL, ST_SetSRID(ST_MakePoint(80.2200, 12.9100), 4326), 'standard', 77, 'active'),  -- East Tambaram
(100, NULL, ST_SetSRID(ST_MakePoint(80.2100, 12.9200), 4326), 'standard', 94, 'active'),  -- West Tambaram
(100, NULL, ST_SetSRID(ST_MakePoint(80.1900, 12.9300), 4326), 'standard', 81, 'active'),  -- Anakaputhur
(100, NULL, ST_SetSRID(ST_MakePoint(80.1800, 12.9400), 4326), 'standard', 60, 'active'),  -- Thirumudivakkam
(100, NULL, ST_SetSRID(ST_MakePoint(80.1700, 12.9500), 4326), 'standard', 98, 'active');  -- Mangadu Main Road
-- -----------------------------
-- Sample Waste Types
-- (Note: 50-60 waste types is unrealistic. 
-- Here is a more comprehensive list of 10.)
-- -----------------------------
INSERT INTO waste_types (name, description, recyclable)
VALUES
('Organic', 'Food waste, yard waste, compostable materials', FALSE),
('Plastic', 'PET, HDPE, LDPE, bottles, bags, containers', TRUE),
('Paper', 'Newspapers, cardboard, office paper, magazines', TRUE),
('Glass', 'Glass bottles, jars (clear, brown, green)', TRUE),
('Metal', 'Aluminum cans, steel cans, foil', TRUE),
('Mixed General', 'Non-recyclable general household waste', FALSE),
('E-Waste', 'Electronic waste, batteries, light bulbs', TRUE),
('Hazardous', 'Chemicals, paint, solvents, medical waste', FALSE),
('Textiles', 'Old clothing, rags, fabric scraps', TRUE),
('Construction', 'Rubble, wood, concrete, debris', FALSE);

-- -----------------------------
-- Sample Vehicles (50 Vehicles)
-- -----------------------------
INSERT INTO vehicles (license_plate, capacity, vehicle_type, assigned_user_id, status)
VALUES
('TN-01-V-1001', 5000, 'Truck', 2, 'active'),
('TN-01-V-1002', 4000, 'Van', 3, 'active'),
('TN-01-V-1003', 7000, 'Truck', NULL, 'maintenance'),
('TN-01-V-1004', 5000, 'Truck', 2, 'active'),
('TN-01-V-1005', 3000, 'Van', 3, 'active'),
('TN-01-V-1006', 5000, 'Truck', 2, 'active'),
('TN-01-V-1007', 4000, 'Van', 3, 'inactive'),
('TN-01-V-1008', 7000, 'Truck', 2, 'active'),
('TN-01-V-1009', 5000, 'Truck', 3, 'active'),
('TN-01-V-1010', 3000, 'Van', NULL, 'active'),
('TN-01-V-1011', 5000, 'Truck', 2, 'maintenance'),
('TN-01-V-1012', 4000, 'Van', 3, 'active'),
('TN-01-V-1013', 7000, 'Truck', 2, 'active'),
('TN-01-V-1014', 5000, 'Truck', 3, 'active'),
('TN-01-V-1015', 3000, 'Van', 2, 'active'),
('TN-01-V-1016', 5000, 'Truck', 3, 'inactive'),
('TN-01-V-1017', 4000, 'Van', 2, 'active'),
('TN-01-V-1018', 7000, 'Truck', 3, 'active'),
('TN-01-V-1019', 5000, 'Truck', NULL, 'maintenance'),
('TN-01-V-1020', 3000, 'Van', 2, 'active'),
('TN-01-V-1021', 5000, 'Truck', 3, 'active'),
('TN-01-V-1022', 4000, 'Van', 2, 'active'),
('TN-01-V-1023', 7000, 'Truck', 3, 'active'),
('TN-01-V-1024', 5000, 'Truck', 2, 'active'),
('TN-01-V-1025', 3000, 'Van', 3, 'active'),
('TN-01-V-1026', 5000, 'Truck', 2, 'inactive'),
('TN-01-V-1027', 4000, 'Van', 3, 'active'),
('TN-01-V-1028', 7000, 'Truck', 2, 'active'),
('TN-01-V-1029', 5000, 'Truck', 3, 'maintenance'),
('TN-01-V-1030', 3000, 'Van', NULL, 'active'),
('TN-01-V-1031', 5000, 'Truck', 2, 'active'),
('TN-01-V-1032', 4000, 'Van', 3, 'active'),
('TN-01-V-1033', 7000, 'Truck', 2, 'active'),
('TN-01-V-1034', 5000, 'Truck', 3, 'active'),
('TN-01-V-1035', 3000, 'Van', 2, 'active'),
('TN-01-V-1036', 5000, 'Truck', 3, 'active'),
('TN-01-V-1037', 4000, 'Van', 2, 'maintenance'),
('TN-01-V-1038', 7000, 'Truck', 3, 'active'),
('TN-01-V-1039', 5000, 'Truck', 2, 'active'),
('TN-01-V-1040', 3000, 'Van', 3, 'inactive'),
('TN-01-V-1041', 5000, 'Truck', 2, 'active'),
('TN-01-V-1042', 4000, 'Van', 3, 'active'),
('TN-01-V-1043', 7000, 'Truck', 2, 'active'),
('TN-01-V-1044', 5000, 'Truck', 3, 'maintenance'),
('TN-01-V-1045', 3000, 'Van', 2, 'active'),
('TN-01-V-1046', 5000, 'Truck', 3, 'active'),
('TN-01-V-1047', 4000, 'Van', 2, 'active'),
('TN-01-V-1048', 7000, 'Truck', 3, 'active'),
('TN-01-V-1049', 5000, 'Truck', NULL, 'active'),
('TN-01-V-1050', 3000, 'Van', 2, 'active');

-- -----------------------------
-- Sample Suggested Bins (50 Suggestions)
-- -----------------------------
INSERT INTO suggested_bins (reason, location, suggested_capacity)
VALUES
('High footfall near Anna Nagar Tower Park', ST_SetSRID(ST_MakePoint(80.2110, 13.0850), 4326)::geography, 240),
('Overflow reports from T Nagar Ranganathan St', ST_SetSRID(ST_MakePoint(80.2315, 13.0330), 4326)::geography, 240),
('New apartments in Adyar', ST_SetSRID(ST_MakePoint(80.2580, 13.0060), 4326)::geography, 120),
('Mylapore temple surroundings', ST_SetSRID(ST_MakePoint(80.2700, 13.0340), 4326)::geography, 120),
('Velachery MRTS station entry', ST_SetSRID(ST_MakePoint(80.2170, 12.9770), 4326)::geography, 240),
('Guindy Industrial Estate corner', ST_SetSRID(ST_MakePoint(80.2080, 13.0120), 4326)::geography, 240),
('Ashok Pillar junction', ST_SetSRID(ST_MakePoint(80.2140, 13.0370), 4326)::geography, 120),
('Vadapalani bus terminus', ST_SetSRID(ST_MakePoint(80.2120, 13.0480), 4326)::geography, 240),
('Purasawalkam market area', ST_SetSRID(ST_MakePoint(80.2480, 13.0900), 4326)::geography, 240),
('Thiruvanmiyur beach entrance', ST_SetSRID(ST_MakePoint(80.2640, 12.9830), 4326)::geography, 120),
('Pallavaram market', ST_SetSRID(ST_MakePoint(80.1450, 12.9680), 4326)::geography, 240),
('Saidapet market', ST_SetSRID(ST_MakePoint(80.2270, 13.0200), 4326)::geography, 120),
('Royapuram fishing harbour', ST_SetSRID(ST_MakePoint(80.2970, 13.1180), 4326)::geography, 240),
('Tondiarpet residential block', ST_SetSRID(ST_MakePoint(80.2850, 13.1250), 4326)::geography, 120),
('KK Nagar PSBB school corner', ST_SetSRID(ST_MakePoint(80.2040, 13.0410), 4326)::geography, 120),
('Tambaram new bus stand', ST_SetSRID(ST_MakePoint(80.1150, 12.9250), 4326)::geography, 240),
('Chromepet residential area', ST_SetSRID(ST_MakePoint(80.1400, 12.9550), 4326)::geography, 120),
('Nungambakkam High Road junction', ST_SetSRID(ST_MakePoint(80.2440, 13.0600), 4326)::geography, 120),
('Besant Nagar beach front', ST_SetSRID(ST_MakePoint(80.2720, 13.0080), 4326)::geography, 240),
('OMR Food Street Sholinganallur', ST_SetSRID(ST_MakePoint(80.2280, 12.8980), 4326)::geography, 240),
('Anna Nagar 2nd Ave', ST_SetSRID(ST_MakePoint(80.2150, 13.0830), 4326)::geography, 120),
('Panagal Park T Nagar', ST_SetSRID(ST_MakePoint(80.2330, 13.0380), 4326)::geography, 240),
('Adyar Ananda Bhavan corner', ST_SetSRID(ST_MakePoint(80.2550, 13.0040), 4326)::geography, 120),
('Mylapore Luz Church Road', ST_SetSRID(ST_MakePoint(80.2650, 13.0360), 4326)::geography, 120),
('Velachery 100ft Road', ST_SetSRID(ST_MakePoint(80.2200, 12.9800), 4326)::geography, 120),
('Guindy Race Course area', ST_SetSRID(ST_MakePoint(80.2050, 13.0080), 4326)::geography, 120),
('Ashok Nagar park', ST_SetSRID(ST_MakePoint(80.2120, 13.0390), 4326)::geography, 120),
('Vadapalani Forum Mall back gate', ST_SetSRID(ST_MakePoint(80.2090, 13.0490), 4326)::geography, 240),
('Purasawalkam high road', ST_SetSRID(ST_MakePoint(80.2460, 13.0910), 4326)::geography, 120),
('Thiruvanmiyur Kalakshetra', ST_SetSRID(ST_MakePoint(80.2600, 12.9880), 4326)::geography, 120),
('Pallavaram sandhai', ST_SetSRID(ST_MakePoint(80.1470, 12.9690), 4326)::geography, 240),
('Saidapet new bridge', ST_SetSRID(ST_MakePoint(80.2290, 13.0210), 4326)::geography, 120),
('Royapuram new apartments', ST_SetSRID(ST_MakePoint(80.2950, 13.1150), 4326)::geography, 120),
('Tondiarpet slum area', ST_SetSRID(ST_MakePoint(80.2830, 13.1280), 4326)::geography, 120),
('KK Nagar new complex', ST_SetSRID(ST_MakePoint(80.2060, 13.0420), 4326)::geography, 120),
('Tambaram market', ST_SetSRID(ST_MakePoint(80.1120, 12.9280), 4326)::geography, 240),
('Chromepet hospital road', ST_SetSRID(ST_MakePoint(80.1420, 12.9560), 4326)::geography, 120),
('Nungambakkam restaurants', ST_SetSRID(ST_MakePoint(80.2420, 13.0610), 4326)::geography, 120),
('Besant Nagar Elliots Beach', ST_SetSRID(ST_MakePoint(80.2740, 13.0100), 4326)::geography, 240),
('Sholinganallur junction', ST_SetSRID(ST_MakePoint(80.2270, 12.8950), 4326)::geography, 240),
('Anna Nagar East', ST_SetSRID(ST_MakePoint(80.2180, 13.0840), 4326)::geography, 120),
('T Nagar Usman Road', ST_SetSRID(ST_MakePoint(80.2300, 13.0360), 4326)::geography, 240),
('Adyar Gandhi Nagar', ST_SetSRID(ST_MakePoint(80.2590, 13.0070), 4326)::geography, 120),
('Mylapore Mandaveli market', ST_SetSRID(ST_MakePoint(80.2680, 13.0290), 4326)::geography, 120),
('Velachery Phoenix Mall area', ST_SetSRID(ST_MakePoint(80.2150, 12.9900), 4326)::geography, 240),
('Guindy Olympia Tech Park', ST_SetSRID(ST_MakePoint(80.2030, 13.0100), 4326)::geography, 240),
('Ashok Nagar metro', ST_SetSRID(ST_MakePoint(80.2100, 13.0380), 4326)::geography, 120),
('Vadapalani Murugan Temple', ST_SetSRID(ST_MakePoint(80.2130, 13.0500), 4326)::geography, 120),
('Purasawalkam Doveton', ST_SetSRID(ST_MakePoint(80.2500, 13.0920), 4326)::geography, 120);

-- -----------------------------
-- Sample Maintenance (50 Records)
-- (Uses Bins 1-60 and User 4 'manager1')
-- -----------------------------
INSERT INTO maintenance (bin_id, scheduled_date, completed_date, maintenance_type, description, technician_id, cost, status)
VALUES
(3, '2025-10-25 10:00:00', NULL, 'Repair', 'Bin sensor faulty (Sensor ID 3)', 4, 150.00, 'scheduled'),
(10, '2025-10-20 09:00:00', '2025-10-20 11:00:00', 'Cleaning', 'Routine deep clean', 4, 50.00, 'completed'),
(45, '2025-10-24 14:00:00', NULL, 'Repair', 'Lid hinge broken', 4, 75.00, 'in_progress'),
(5, '2025-10-21 10:00:00', '2025-10-21 11:30:00', 'Painting', 'Graffiti removal', 4, 60.00, 'completed'),
(18, '2025-10-27 09:00:00', NULL, 'Battery Replacement', 'Sensor battery low (Bin 18)', 4, 40.00, 'scheduled'),
(33, '2025-10-22 13:00:00', '2025-10-22 14:00:00', 'Cleaning', 'Bin overflowing, needs cleanup', 4, 50.00, 'completed'),
(59, '2025-10-28 10:00:00', NULL, 'Repair', 'Structural damage (dented)', 4, 180.00, 'scheduled'),
(1, '2025-10-23 15:00:00', '2025-10-23 15:30:00', 'Calibration', 'Weight sensor calibration', 4, 30.00, 'completed'),
(40, '2025-10-29 11:00:00', NULL, 'Cleaning', 'Routine deep clean', 4, 50.00, 'scheduled'),
(12, '2025-10-24 09:00:00', NULL, 'Repair', 'Lid stuck', 4, 65.00, 'in_progress'),
(7, '2025-10-19 10:00:00', '2025-10-19 11:00:00', 'Sensor Replacement', 'Old sensor replaced', 4, 120.00, 'completed'),
(25, '2025-10-30 10:00:00', NULL, 'Cleaning', 'Routine deep clean', 4, 50.00, 'scheduled'),
(51, '2025-10-25 11:00:00', NULL, 'Painting', 'Repaint required', 4, 60.00, 'scheduled'),
(30, '2025-10-18 14:00:00', '2025-10-18 15:00:00', 'Battery Replacement', 'Sensor battery died', 4, 40.00, 'completed'),
(15, '2025-10-31 09:00:00', NULL, 'Repair', 'Reported crack in base', 4, 160.00, 'scheduled'),
(42, '2025-10-26 13:00:00', NULL, 'Cleaning', 'Bin blocked, requires moving and cleaning', 4, 70.00, 'scheduled'),
(8, '2025-10-24 10:00:00', NULL, 'Calibration', 'Fill level sensor inaccurate', 4, 30.00, 'in_progress'),
(20, '2025-10-17 11:00:00', '2025-10-17 12:00:00', 'Cleaning', 'Routine deep clean', 4, 50.00, 'completed'),
(37, '2025-11-01 10:00:00', NULL, 'Sensor Replacement', 'Sensor offline', 4, 120.00, 'scheduled'),
(48, '2025-10-27 14:00:00', NULL, 'Repair', 'Wheel broken', 4, 80.00, 'scheduled'),
(2, '2025-10-16 09:00:00', '2025-10-16 10:30:00', 'Painting', 'Graffiti removal', 4, 60.00, 'completed'),
(29, '2025-10-24 11:00:00', NULL, 'Cleaning', 'Routine deep clean', 4, 50.00, 'in_progress'),
(55, '2025-10-15 13:00:00', '2025-10-15 14:00:00', 'Repair', 'Lid hinge broken', 4, 75.00, 'completed'),
(14, '2025-11-02 10:00:00', NULL, 'Cleaning', 'Routine deep clean', 4, 50.00, 'scheduled'),
(32, '2025-10-29 13:00:00', NULL, 'Sensor Replacement', 'Weight sensor inaccurate', 4, 120.00, 'scheduled'),
(19, '2025-11-03 10:00:00', NULL, 'Repair', 'Structural damage (dented)', 4, 180.00, 'scheduled'),
(50, '2025-10-20 14:00:00', '2025-10-20 14:30:00', 'Calibration', 'Fill level sensor calibration', 4, 30.00, 'completed'),
(38, '2025-10-25 14:00:00', NULL, 'Painting', 'Repaint required', 4, 60.00, 'scheduled'),
(4, '2025-10-21 09:00:00', '2025-10-21 10:00:00', 'Repair', 'Lid stuck', 4, 65.00, 'completed'),
(44, '2025-10-27 15:00:00', NULL, 'Cleaning', 'Bin blocked, requires moving and cleaning', 4, 70.00, 'scheduled'),
(13, '2025-10-22 10:00:00', '2025-10-22 11:00:00', 'Battery Replacement', 'Sensor battery died', 4, 40.00, 'completed'),
(35, '2025-11-05 09:00:00', NULL, 'Repair', 'Reported crack in base', 4, 160.00, 'scheduled'),
(52, '2025-10-24 13:00:00', NULL, 'Calibration', 'Weight sensor calibration', 4, 30.00, 'in_progress'),
(21, '2025-10-23 11:00:00', '2025-10-23 12:00:00', 'Cleaning', 'Routine deep clean', 4, 50.00, 'completed'),
(47, '2025-10-31 11:00:00', NULL, 'Repair', 'Wheel broken', 4, 80.00, 'scheduled'),
(60, '2025-10-19 13:00:00', '2025-10-19 14:30:00', 'Sensor Replacement', 'Old sensor replaced', 4, 120.00, 'completed'),
(9, '2025-11-01 11:00:00', NULL, 'Painting', 'Graffiti removal', 4, 60.00, 'scheduled'),
(27, '2025-10-26 15:00:00', NULL, 'Battery Replacement', 'Sensor battery low (Bin 27)', 4, 40.00, 'scheduled'),
(36, '2025-10-20 10:00:00', '2025-10-20 11:00:00', 'Cleaning', 'Routine deep clean', 4, 50.00, 'completed'),
(17, '2025-10-28 14:00:00', NULL, 'Calibration', 'Fill level sensor inaccurate', 4, 30.00, 'scheduled'),
(43, '2025-10-24 14:00:00', '2025-10-24 15:00:00', 'Cleaning', 'Bin overflowing, needs cleanup', 4, 50.00, 'completed'),
(26, '2025-11-03 11:00:00', NULL, 'Sensor Replacement', 'Sensor offline', 4, 120.00, 'scheduled'),
(39, '2025-10-29 15:00:00', NULL, 'Repair', 'Lid hinge broken', 4, 75.00, 'scheduled'),
(58, '2025-10-23 13:00:00', '2025-10-23 13:30:00', 'Battery Replacement', 'Sensor battery died', 4, 40.00, 'completed');

-- -----------------------------
-- Sample Routes (50 Routes)
-- (Created by User 1 'admin1' or User 4 'manager1')
-- -----------------------------
INSERT INTO routes (name, description, created_by, estimated_duration, status)
VALUES
('Anna Nagar Morning 1', 'Standard collection for Anna Nagar Ward', 1, '2 hours', 'active'),
('T Nagar Morning 1', 'Standard collection for T Nagar Ward', 1, '3 hours', 'active'),
('Adyar Morning 1', 'Standard collection for Adyar Ward', 1, '2 hours', 'active'),
('Mylapore Morning 1', 'Standard collection for Mylapore Ward', 4, '2 hours', 'active'),
('Velachery Morning 1', 'Standard collection for Velachery Ward', 4, '3 hours', 'planned'),
('Guindy Industrial 1', 'Commercial collection for Guindy', 1, '4 hours', 'active'),
('Ashok Nagar Noon 1', 'Standard collection for Ashok Nagar Ward', 1, '2 hours', 'active'),
('Vadapalani Noon 1', 'Standard collection for Vadapalani Ward', 4, '2 hours', 'planned'),
('Purasawalkam Noon 1', 'Standard collection for Purasawalkam', 1, '3 hours', 'active'),
('Thiruvanmiyur Morning 1', 'Standard collection for Thiruvanmiyur', 4, '2 hours', 'planned'),
('Pallavaram Main Road', 'Standard collection for Pallavaram', 1, '3 hours', 'active'),
('Saidapet Morning 1', 'Standard collection for Saidapet Ward', 1, '2 hours', 'active'),
('Royapuram Morning 1', 'Standard collection for Royapuram Ward', 4, '3 hours', 'planned'),
('Tondiarpet Noon 1', 'Standard collection for Tondiarpet', 1, '3 hours', 'active'),
('KK Nagar Morning 1', 'Standard collection for KK Nagar Ward', 4, '2 hours', 'planned'),
('Anna Nagar Recycling 1', 'Recyclables pickup for Anna Nagar', 1, '2 hours', 'active'),
('T Nagar Recycling 1', 'Recyclables pickup for T Nagar', 1, '3 hours', 'active'),
('Adyar Recycling 1', 'Recyclables pickup for Adyar', 4, '2 hours', 'planned'),
('Mylapore Recycling 1', 'Recyclables pickup for Mylapore', 1, '2 hours', 'active'),
('Velachery Recycling 1', 'Recyclables pickup for Velachery', 4, '3 hours', 'planned'),
('Tambaram Route 1', 'Standard collection for Tambaram', 1, '4 hours', 'active'),
('Chromepet Route 1', 'Standard collection for Chromepet', 1, '3 hours', 'active'),
('Nungambakkam Route 1', 'Commercial collection for Nungambakkam', 4, '2 hours', 'planned'),
('Besant Nagar Route 1', 'Standard collection for Besant Nagar', 1, '2 hours', 'active'),
('Sholinganallur OMR 1', 'Commercial collection for OMR', 1, '4 hours', 'active'),
('Anna Nagar Evening 1', 'Evening collection for Anna Nagar markets', 4, '2 hours', 'planned'),
('T Nagar Evening 1 (Commercial)', 'Commercial collection for Ranganathan St', 1, '3 hours', 'active'),
('Adyar Organic 1', 'Organic waste pickup for Adyar', 1, '2 hours', 'active'),
('Mylapore Temple Route', 'Special collection for temple areas', 4, '2 hours', 'planned'),
('Velachery IT Route', 'Commercial collection for IT parks', 1, '3 hours', 'active'),
('Guindy Industrial 2', 'Afternoon commercial collection for Guindy', 1, '4 hours', 'active'),
('Ashok Nagar Recycling 1', 'Recyclables pickup for Ashok Nagar', 4, '2 hours', 'planned'),
('Vadapalani Temple Route', 'Special collection for temple areas', 1, '2 hours', 'active'),
('Purasawalkam Market', 'Evening collection for market area', 4, '3 hours', 'planned'),
('Thiruvanmiyur Beach Route', 'Morning collection for beach front', 1, '2 hours', 'active'),
('Pallavaram Recycling 1', 'Recyclables pickup for Pallavaram', 1, '3 hours', 'active'),
('Saidapet Recycling 1', 'Recyclables pickup for Saidapet', 4, '2 hours', 'planned'),
('Royapuram Harbour Route', 'Commercial collection for harbour', 1, '3 hours', 'active'),
('Tondiarpet Recycling 1', 'Recyclables pickup for Tondiarpet', 4, '3 hours', 'planned'),
('KK Nagar Recycling 1', 'Recyclables pickup for KK Nagar', 1, '2 hours', 'active'),
('Tambaram Recycling 1', 'Recyclables pickup for Tambaram', 1, '4 hours', 'active'),
('Chromepet Recycling 1', 'Recyclables pickup for Chromepet', 4, '3 hours', 'planned'),
('Nungambakkam Recycling 1', 'Recyclables pickup for Nungambakkam', 1, '2 hours', 'active'),
('Besant Nagar Recycling 1', 'Recyclables pickup for Besant Nagar', 4, '2 hours', 'planned'),
('Sholinganallur OMR 2', 'Evening collection for OMR food street', 1, '4 hours', 'active'),
('Anna Nagar Morning 2', 'Standard collection for Anna Nagar West', 1, '2 hours', 'active'),
('T Nagar Morning 2', 'Standard collection for Panagal Park area', 1, '3 hours', 'active'),
('Adyar Morning 2', 'Standard collection for Gandhi Nagar', 4, '2 hours', 'planned'),
('Mylapore Morning 2', 'Standard collection for Mandaveli', 1, '2 hours', 'active');

-- -----------------------------
-- Sample Sensors (100 Sensors)
-- Corrected to match your 100 bin IDs
-- -----------------------------
INSERT INTO sensors (bin_id, sensor_type, last_reading, last_reading_time, battery_level, status)
VALUES
(1, 'Fill Level', 85.0, '2025-10-24 10:00:00', 90, 'active'),
(2, 'Fill Level', 92.0, '2025-10-24 10:00:00', 88, 'active'),
(3, 'Fill Level', 78.0, '2025-10-24 10:00:00', 95, 'active'),
(4, 'Fill Level', 100.0, '2025-10-24 10:00:00', 82, 'active'),
(5, 'Fill Level', 63.0, '2025-10-24 10:00:00', 78, 'active'),
(7, 'Fill Level', 55.0, '2025-10-24 10:00:00', 93, 'active'),
(8, 'Fill Level', 89.0, '2025-10-24 10:00:00', 87, 'active'),
(9, 'Fill Level', 12.0, '2025-10-24 10:00:00', 85, 'active'),
(10, 'Fill Level', 76.0, '2025-10-24 10:00:00', 92, 'active'),
(12, 'Fill Level', 34.0, '2025-10-24 10:00:00', 89, 'active'),
(13, 'Fill Level', 88.0, '2025-10-24 10:00:00', 94, 'active'),
(14, 'Fill Level', 95.0, '2025-10-24 10:00:00', 86, 'active'),
(15, 'Fill Level', 81.0, '2025-10-24 10:00:00', 91, 'active'),
(16, 'Fill Level', 77.0, '2025-10-24 10:00:00', 83, 'active'),
(17, 'Fill Level', 90.0, '2025-10-24 10:00:00', 88, 'active'),
(18, 'Fill Level', 86.0, '2025-10-24 10:00:00', 95, 'active'),
(19, 'Fill Level', 42.0, '2025-10-24 10:00:00', 81, 'active'),
(20, 'Fill Level', 100.0, '2025-10-24 10:00:00', 79, 'active'),
(21, 'Fill Level', 79.0, '2025-10-24 10:00:00', 90, 'active'),
(24, 'Fill Level', 87.0, '2025-10-24 10:00:00', 82, 'active'),
(25, 'Fill Level', 73.0, '2025-10-24 10:00:00', 78, 'active'),
(26, 'Fill Level', 98.0, '2025-10-24 10:00:00', 91, 'active'),
(27, 'Fill Level', 68.0, '2025-10-24 10:00:00', 93, 'active'),
(29, 'Fill Level', 70.0, '2025-10-24 10:00:00', 85, 'active'),
(30, 'Fill Level', 93.0, '2025-10-24 10:00:00', 92, 'active'),
(31, 'Fill Level', 15.0, '2025-10-24 10:00:00', 80, 'active'),
(32, 'Fill Level', 80.0, '2025-10-24 10:00:00', 89, 'active'),
(33, 'Fill Level', 45.0, '2025-10-24 10:00:00', 94, 'active'),
